Month,True Sale,pred_value,Variance,Prediction,n_Variance
2017-09-01,-1.627188465499485,,,,
2017-10-01,-1.0875386199794026,,,,
2017-11-01,-1.188465499485067,,,,
2017-12-01,-0.028836251287332648,,,,
2018-01-01,-0.3110195674562307,,,,
2018-02-01,-0.38928939237899074,,,,
2018-03-01,-0.082389289392379,,,,
2018-04-01,-0.615859938208033,,,,
2018-05-01,-0.27394438722966014,,,,
2018-06-01,-1.106076210092688,,,,
