Month,True Sale,pred_value,Variance,Prediction,n_Variance
2017-09-01,-1.29082774049217,,,,
2017-10-01,-0.5570469798657718,,,,
2017-11-01,-0.8076062639821029,,,,
2017-12-01,-0.3422818791946309,,,,
2018-01-01,0.8165548098434005,,,,
2018-02-01,-0.5838926174496645,,,,
2018-03-01,-0.05145413870246085,,,,
2018-04-01,-0.5436241610738255,,,,
2018-05-01,-0.46308724832214765,,,,
2018-06-01,-1.1610738255033557,,,,
