Month,True Sale,pred_value,Variance,Prediction,n_Variance
2017-09-01,-1.5705263157894738,,,,
2017-10-01,-1.28,,,,
2017-11-01,-0.9094736842105263,,,,
2017-12-01,-2.265263157894737,,,,
2018-01-01,-2.3621052631578947,,,,
2018-02-01,-2.648421052631579,,,,
2018-03-01,-1.936842105263158,,,,
2018-04-01,-1.68,,,,
2018-05-01,-1.6252631578947367,,,,
2018-06-01,-2.345263157894737,,,,
