Month,True Sale,pred_value,Variance,Prediction,n_Variance
2017-09-01,-0.46497584541062803,,,,
2017-10-01,-0.10748792270531402,,,,
2017-11-01,-0.37681159420289856,,,,
2017-12-01,-0.643719806763285,,,,
2018-01-01,-0.5205314009661836,,,,
2018-02-01,-1.357487922705314,,,,
2018-03-01,-0.8756038647342995,,,,
2018-04-01,-0.8599033816425121,,,,
2018-05-01,0.18719806763285024,,,,
2018-06-01,-0.8792270531400966,,,,
